order_id,product_id,order_unit_price,quantity,discount
10599,62,49.30,10,0.00
10600,54,7.45,4,0.00
10600,73,15.00,30,0.00
10601,13,6.00,60,0.00
10601,59,55.00,35,0.00
10602,77,13.00,5,0.25
10603,22,21.00,48,0.00
10603,49,20.00,25,0.05
10604,48,12.75,6,0.10
10604,76,18.00,10,0.10
10605,16,17.45,30,0.05
10605,59,55.00,20,0.05
10605,60,34.00,70,0.05
10605,71,21.50,15,0.05
10606,4,22.00,20,0.20
10606,55,24.00,20,0.20
10606,62,49.30,10,0.20
10607,7,30.00,45,0.00
10607,17,39.00,100,0.00
10607,33,2.50,14,0.00
10607,40,18.40,42,0.00
10607,72,34.80,12,0.00
10608,56,38.00,28,0.00
10609,1,18.00,3,0.00
10609,10,31.00,10,0.00
10609,21,10.00,6,0.00
10610,36,19.00,21,0.25
10611,1,18.00,6,0.00
10611,2,19.00,10,0.00
10611,60,34.00,15,0.00
10612,10,31.00,70,0.00
10612,36,19.00,55,0.00
10612,49,20.00,18,0.00
10612,60,34.00,40,0.00
10612,76,18.00,80,0.00
10613,13,6.00,8,0.10
10613,75,7.75,40,0.00
10614,11,21.00,14,0.00
10614,21,10.00,8,0.00
10614,39,18.00,5,0.00
10615,55,24.00,5,0.00
10616,38,263.50,15,0.05
10616,56,38.00,14,0.00
10616,70,15.00,15,0.05
10616,71,21.50,15,0.05
10617,59,55.00,30,0.15
10618,6,25.00,70,0.00
10618,56,38.00,20,0.00
10618,68,12.50,15,0.00
10619,21,10.00,42,0.00
10619,22,21.00,40,0.00
10620,24,4.50,5,0.00
10620,52,7.00,5,0.00
10621,19,9.20,5,0.00
10621,23,9.00,10,0.00
10621,70,15.00,20,0.00
10621,71,21.50,15,0.00
10622,2,19.00,20,0.00
10622,68,12.50,18,0.20
10623,14,23.25,21,0.00
10623,19,9.20,15,0.10
10623,21,10.00,25,0.10
10623,24,4.50,3,0.00
10623,35,18.00,30,0.10
10624,28,45.60,10,0.00
10624,29,123.79,6,0.00
10624,44,19.45,10,0.00
10625,14,23.25,3,0.00
10625,42,14.00,5,0.00
10625,60,34.00,10,0.00
